TS,SKT,CPU,PID,CMD,CID,CPU operating frequency (in GHz),CPU utilization %,CPU utilization% in kernel mode,CPI,kernel_CPI,IPC,giga_instructions_per_sec,locks retired per instr,L1D MPI (includes data+rfo w/ prefetches),L1D demand data read hits per instr,L1-I code read misses (w/ prefetches) per instr,L2 demand data read hits per instr,L2 MPI (includes code+data+rfo w/ prefetches),L2 demand data read MPI,L2 demand code MPI,LLC code read MPI (demand+prefetch),LLC data read MPI (demand+prefetch),LLC total HITM (per instr) (excludes LLC prefetches),LLC total HIT clean line forwards (per instr) (excludes LLC prefetches),Average LLC demand data read miss latency (in ns),Average LLC demand data read miss latency for LOCAL requests (in ns),Average LLC demand data read miss latency for REMOTE requests (in ns),UPI Data transmit BW (MB/sec) (only data),package power (watts),DRAM power (watts),core c6 residency %,package c6 residency %,% Uops delivered from decoded Icache (DSB),% Uops delivered from legacy decode pipeline (MITE),core initiated local dram read bandwidth (MB/sec),core initiated remote dram read bandwidth (MB/sec),memory bandwidth read (MB/sec),memory bandwidth write (MB/sec),memory bandwidth total (MB/sec),ITLB (2nd level) MPI,DTLB (2nd level) load MPI,DTLB (2nd level) 2MB large page load MPI,DTLB (2nd level) store MPI,NUMA %_Reads addressed to local DRAM,NUMA %_Reads addressed to remote DRAM,uncore frequency GHz,IO_bandwidth_disk_or_network_writes (MB/sec),IO_bandwidth_disk_or_network_reads (MB/sec),TMA_Frontend_Bound(%),TMA_..Fetch_Latency(%),TMA_....ICache_Misses(%),TMA_....ITLB_Misses(%),TMA_....Branch_Resteers(%),TMA_......Mispredicts_Resteers(%),TMA_......Clears_Resteers(%),TMA_......Unknown_Branches(%),TMA_..Fetch_Bandwidth(%),TMA_....MITE(%),TMA_....DSB(%),TMA_Bad_Speculation(%),TMA_..Branch_Mispredicts(%),TMA_..Machine_Clears(%),TMA_Backend_Bound(%),TMA_..Memory_Bound(%),TMA_....L1_Bound(%),TMA_......DTLB_Load(%),TMA_......Lock_Latency(%),TMA_....L2_Bound(%),TMA_....L3_Bound(%),TMA_......Data_Sharing(%),TMA_....DRAM_Bound(%),TMA_......MEM_Bandwidth(%),TMA_......MEM_Latency(%),TMA_....Store_Bound(%),TMA_......False_Sharing(%),TMA_..Core_Bound(%),TMA_....Ports_Utilization(%),TMA_......Ports_Utilized_0(%),TMA_........AMX_Busy(%),TMA_......Ports_Utilized_1(%),TMA_......Ports_Utilized_2(%),TMA_......Ports_Utilized_3m(%),TMA_Retiring(%),TMA_..Light_Operations(%),TMA_........FP_Vector_256b(%),TMA_........FP_Vector_512b(%),TMA_......Int_Vector_256b(%),TMA_..Heavy_Operations(%),TMA_....Microcode_Sequencer(%),TMA_Info_Thread_IPC,TMA_Info_System_SMT_2T_Utilization
1705366348,,,,,user.slice/user-1000.slice/user@1000.service/user.slice/docker-315b77d98a3cfc555ce08a5d5025df70f3b0736c28f1fe77226a17117447c0a1.scope,3.9005667,1.761484,0.002169416,0.46829958,1.8316951,2.1353852,37.559741,3.0505017e-07,0.012785853,0.10039187,0.00079887922,0.011797602,0.00015070859,7.678027e-06,2.6911619e-05,,,,,,,,,,,,,84.697612,13.388407,,,,,,2.7203308e-06,7.8464986e-07,4.4943586e-08,1.5865442e-06,,,,,,14.403352,6.0197555,0.23370551,0.043192748,1.6379798,1.5910965,0.020643095,0,8.3835962,3.4058755,6.5978704,8.9400518,8.8255479,0.11450381,38.738885,4.7866553,6.6379797,4.7347642,6.5414725e-06,0.15338472,0.094753639,,0.016510223,0.056503015,1.0692491,0.96272246,,33.95223,38.871584,3.1157927,0,27.922282,20.901461,37.021693,37.917711,32.790936,0,0,0,5.126775,0,2.1353852,0.0017442829
1705366348,,,,,user.slice/user-1000.slice/user@1000.service/user.slice/docker-b4689290f2b808b3b45d306073f3e03a0c8fb66f6e7745f056b5bf9d249e0ffb.scope,3.9004794,2.0534958,0.002187019,0.46670565,1.7950822,2.1426781,43.934806,2.9779624e-07,0.012609902,0.1004292,0.00079928747,0.012283618,0.00016236537,9.0207653e-06,2.8200638e-05,,,,,,,,,,,,,84.310897,13.676126,,,,,,2.1845696e-06,7.790055e-07,4.2189482e-08,1.5602533e-06,,,,,,14.651807,5.9091081,0.23030514,0.03239573,1.6616924,1.5469134,0.018600868,0,8.7426989,3.4778641,6.4627157,8.9593801,8.852928,0.10645208,38.667223,5.2871866,6.6446615,5.0629943,6.4037551e-06,0.15781661,0.093750524,,0.0161122,0.059168281,0.21678066,1.1489287,,33.380036,43.583339,3.5508491,0,27.796597,20.77764,37.629261,37.72159,32.879872,0,0,0,4.8417176,0,2.1426781,0
1705366353,,,,,user.slice/user-1000.slice/user@1000.service/user.slice/docker-315b77d98a3cfc555ce08a5d5025df70f3b0736c28f1fe77226a17117447c0a1.scope,3.9001074,1.7228947,0.0021955745,0.4754648,1.8043905,2.1032051,36.179028,3.1252237e-07,0.012959677,0.10122086,0.00080819256,0.011924442,0.00015785651,7.9647338e-06,2.6647188e-05,,,,,,,,,,,,,84.5125,13.587567,,,,,,2.9752576e-06,8.3252943e-07,5.3012583e-08,1.6036506e-06,,,,,,15.1944,6.4231024,0.23283261,0.048421704,1.5798608,1.6053219,0.032467701,0,8.7712981,3.4876793,6.6160556,8.8894493,8.713224,0.17622531,37.317967,4.8169719,6.5202403,4.9950746,6.6901964e-06,0.15135379,0.10123967,,0.01557773,0.51107236,0.37559637,0.97987239,,32.500995,41.477337,3.604044,0,27.724429,20.898461,37.573656,38.598184,33.350664,0,0,0,5.2475195,0,2.1032051,0.032587238
1705366353,,,,,user.slice/user-1000.slice/user@1000.service/user.slice/docker-b4689290f2b808b3b45d306073f3e03a0c8fb66f6e7745f056b5bf9d249e0ffb.scope,3.9004769,1.9037398,0.0020842894,0.46937817,1.7403297,2.1304783,40.498821,3.2074074e-07,0.01269945,0.10024129,0.00078035038,0.011998467,0.00015776912,9.7360832e-06,2.8432003e-05,,,,,,,,,,,,,85.247521,12.790725,,,,,,2.2986878e-06,8.6677385e-07,4.9865945e-08,1.5769033e-06,,,,,,15.393816,5.8436154,0.23137017,0.027185746,1.7214348,1.6668457,0.021586931,0,9.5502003,3.5640094,6.6125556,9.0742838,8.9582673,0.11601644,37.850482,5.0723102,6.615595,4.9821101,7.2632833e-06,0.15474578,0.10361517,,0.014454943,0.061906519,0.21860607,1.1653181,,32.778171,44.865048,3.47053,0,27.725672,20.847775,37.171344,37.681419,32.807534,0,0,0,4.8738852,0,2.1304783,1.0848267e-05
1705366358,,,,,user.slice/user-1000.slice/user@1000.service/user.slice/docker-315b77d98a3cfc555ce08a5d5025df70f3b0736c28f1fe77226a17117447c0a1.scope,3.9005746,1.7227582,0.0022809946,0.46725852,1.7809344,2.1401429,36.815919,3.1117082e-07,0.012347581,0.10051037,0.00078826551,0.012457872,0.00015648883,8.3421866e-06,2.7682451e-05,,,,,,,,,,,,,84.303218,13.659921,,,,,,2.6971326e-06,8.443747e-07,5.3545397e-08,1.5706998e-06,,,,,,14.912292,6.0627059,0.23596749,0.040110323,1.6279711,1.6220533,0.021682706,0,8.8495864,3.5212989,6.6226961,8.6633122,8.5490335,0.11427872,38.427979,5.0201059,6.6498301,4.6515051,6.6529507e-06,0.16595729,0.098544116,,0.015286326,0.053972392,0.21826223,1.1628178,,33.407873,39.621745,3.1336081,0,27.689253,20.800869,37.121479,37.996416,32.988642,0,0,0,5.0077743,0,2.1401429,2.0507774e-06
1705366358,,,,,user.slice/user-1000.slice/user@1000.service/user.slice/docker-b4689290f2b808b3b45d306073f3e03a0c8fb66f6e7745f056b5bf9d249e0ffb.scope,3.9006473,1.725656,0.0022491091,0.46784048,1.8192134,2.1374807,36.832658,3.1003233e-07,0.012682306,0.10068224,0.00080483755,0.012211534,0.00016211123,8.6244924e-06,2.7385032e-05,,,,,,,,,,,,,84.625375,13.44713,,,,,,2.3929252e-06,7.9614864e-07,4.4820419e-08,1.5811516e-06,,,,,,14.933984,5.9253067,0.2305038,0.029836016,1.5543141,1.6213997,0.021801953,0,9.0086777,3.5659902,6.6174346,9.0261639,8.906405,0.11975888,38.048791,5.1632941,6.480487,5.2517293,6.9836632e-06,0.14948561,0.09505685,,0.018185336,0.062337827,0.2166954,1.2199542,,32.885497,39.995842,3.3217689,0,27.660473,20.752121,37.462095,37.991061,33.035804,0,0,0,4.9552564,0,2.1374807,3.5004845e-05
1705366364,,,,,user.slice/user-1000.slice/user@1000.service/user.slice/docker-315b77d98a3cfc555ce08a5d5025df70f3b0736c28f1fe77226a17117447c0a1.scope,3.9005773,1.7468479,0.0022987865,0.46727089,1.832892,2.1400862,37.329761,3.0926431e-07,0.013195385,0.10055342,0.00078456706,0.011748359,0.00015956706,8.6111575e-06,2.7813429e-05,,,,,,,,,,,,,84.687532,13.415,,,,,,2.9651138e-06,7.8266691e-07,4.8090918e-08,1.5565741e-06,,,,,,14.696663,6.1460367,0.23743507,0.032904294,1.5911198,1.6521994,0.022504396,0,8.5506262,3.4325861,6.7156536,8.8482041,8.7293033,0.11890072,37.983573,5.0716976,6.5155126,4.8248934,6.8390749e-06,0.15095231,0.10348372,,0.013572312,0.05718355,0.22507778,1.2307948,,32.911876,41.482082,3.256908,0,27.587469,20.737223,37.165753,38.47156,33.394308,0,0,0,5.0772518,0,2.1400862,0
1705366364,,,,,user.slice/user-1000.slice/user@1000.service/user.slice/docker-b4689290f2b808b3b45d306073f3e03a0c8fb66f6e7745f056b5bf9d249e0ffb.scope,3.9006453,1.7205826,0.0022519928,0.46645691,1.729386,2.1438208,36.833284,3.1055712e-07,0.012670235,0.1010234,0.00080794792,0.011876152,0.00016486538,9.0738e-06,2.8395083e-05,,,,,,,,,,,,,84.15961,13.795612,,,,,,2.7740053e-06,8.2201711e-07,4.152476e-08,1.5440136e-06,,,,,,15.111375,5.9284119,0.22570339,0.027822225,1.5777648,1.6239433,0.021732462,0,9.182963,3.4944521,6.524698,9.0005988,8.8817387,0.11886009,38.171383,5.3211823,6.4721018,4.5283041,6.8503343e-06,0.16300313,0.1038083,,0.012858786,0.05922363,0.21267208,1.1196114,,32.850201,39.755271,3.1978229,0,27.37675,20.634477,37.138949,37.716643,32.762796,0,0,0,4.9538469,0,2.1438208,0.00030807202
1705366369,,,,,user.slice/user-1000.slice/user@1000.service/user.slice/docker-315b77d98a3cfc555ce08a5d5025df70f3b0736c28f1fe77226a17117447c0a1.scope,3.9005756,1.7345768,0.0022145646,0.46766586,1.7937599,2.1382788,37.03621,3.0240015e-07,0.012421817,0.10082582,0.00081643001,0.012154832,0.00015949262,9.0629834e-06,2.8154344e-05,,,,,,,,,,,,,84.559895,13.42605,,,,,,3.0195717e-06,7.568705e-07,4.6022552e-08,1.553437e-06,,,,,,14.857942,6.1107726,0.23837251,0.048701093,1.6590708,1.6415337,0.02165197,0,8.7471695,3.5518574,6.5799615,8.777237,8.6629716,0.11426534,38.161615,5.0292093,6.5252664,4.740794,6.3917506e-06,0.15966808,0.10178393,,0.01537025,0.056717404,0.22831372,1.1475923,,33.132405,40.166946,3.1952466,0,27.502487,20.754603,37.389612,38.203206,33.164041,0,0,0,5.0391657,0,2.1382788,1.8959492e-05
1705366369,,,,,user.slice/user-1000.slice/user@1000.service/user.slice/docker-b4689290f2b808b3b45d306073f3e03a0c8fb66f6e7745f056b5bf9d249e0ffb.scope,3.9002792,1.8147112,0.002370965,0.46774771,1.7958703,2.1379046,38.737493,3.1812487e-07,0.012208573,0.099136343,0.00077367549,0.012303423,0.00015517453,9.2110576e-06,2.8102046e-05,,,,,,,,,,,,,84.543665,13.469716,,,,,,2.0517958e-06,8.3076758e-07,4.5078551e-08,1.5691226e-06,,,,,,15.016584,5.9326742,0.23259399,0.027439423,1.6932447,1.6399677,0.020391038,0,9.0839093,3.4276045,6.6672323,8.9698426,8.859683,0.11015956,38.316761,5.2456572,6.8111518,4.7280833,7.0903143e-06,0.1551207,0.098549549,,0.016534163,0.061783921,0.20828526,1.231603,,33.071103,41.621829,3.2396128,0,28.361167,21.029301,36.819479,37.696813,32.759769,0,0,0,4.9370438,0,2.1379046,8.5694995e-06
